EXP_ID	TF	ReadsID	FilePath	Peaks (/mnt/space/ivanyev/egrid/dfs/ctrl-subsampled0.1/peaks-interval/)	macs2-pemode-peak-count	gem-peak-count	sissrs-peak-count	cpics-peak-count	QC.estFragLen	QC.FRiP_CPICS	QC.FRiP_GEM	QC.FRiP_MACS2-PEMODE	QC.FRiP_SISSRS	QC.NRF	QC.NSC	QC.PBC1	QC.PBC2	QC.RSC	readAlignedCount	alignPercent	readCount
EXP992352	TMF1	READS992704,READS992705	MICHELLE_0314/Sample_13894_TMF1_ChIP1_IGO_10521_B_153/13894_TMF1_ChIP1_IGO_10521_B_153_S10_R1_001.fastq.gz,MICHELLE_0314/Sample_13894_TMF1_ChIP1_IGO_10521_B_153/13894_TMF1_ChIP1_IGO_10521_B_153_S10_R2_001.fastq.gz	PEAKS992326	13	0	0	163815	150	6.65E-02	0.00E+00	1.27E-04	0.00E+00	0.99799	1.00796	0.99829	615.61477	1.12196	31416398	90.26121522	34806088
EXP992353	TMF1	READS992706,READS992707	MICHELLE_0314/Sample_13894_TMF1_ChIP2_IGO_10521_B_7/13894_TMF1_ChIP2_IGO_10521_B_7_S7_R1_001.fastq.gz,MICHELLE_0314/Sample_13894_TMF1_ChIP2_IGO_10521_B_7/13894_TMF1_ChIP2_IGO_10521_B_7_S7_R2_001.fastq.gz	PEAKS992327	14	0	2	107668	155	4.67E-02	0.00E+00	1.71E-04	3.45E-07	0.99796	1.00676	0.99822	591.00614	1.15217	31533292	90.23805192	34944562
EXP992354	TSC22D1	READS992708,READS992709	MICHELLE_0314/Sample_13895_TSC22D1_ChIP1_IGO_10521_B_160/13895_TSC22D1_ChIP1_IGO_10521_B_160_S156_R1_001.fastq.gz,MICHELLE_0314/Sample_13895_TSC22D1_ChIP1_IGO_10521_B_160/13895_TSC22D1_ChIP1_IGO_10521_B_160_S156_R2_001.fastq.gz	PEAKS992328	15	0	2	168944	145	6.58E-02	0.00E+00	1.15E-04	7.83E-07	0.99775	1.00703	0.99797	512.36830	1.13314	36468802	88.75543849	41089090
EXP992355	TSC22D1	READS992710,READS992711	MICHELLE_0314/Sample_13895_TSC22D1_ChIP2_IGO_10521_B_15/13895_TSC22D1_ChIP2_IGO_10521_B_15_S141_R1_001.fastq.gz,MICHELLE_0314/Sample_13895_TSC22D1_ChIP2_IGO_10521_B_15/13895_TSC22D1_ChIP2_IGO_10521_B_15_S141_R2_001.fastq.gz	PEAKS992329	23	0	0	46192	160	1.85E-02	0.00E+00	2.08E-04	0.00E+00	0.99735	1.00642	0.99771	456.44870	1.13211	43394990	89.99339945	48220192
EXP992356	CONTROL	READS992712,READS992713	MICHELLE_0314/Sample_13903_THAP11_Input1_RDSC_IGO_10521_B_183/13903_THAP11_Input1_RDSC_IGO_10521_B_183_S165_R1_001.fastq.gz,MICHELLE_0314/Sample_13903_THAP11_Input1_RDSC_IGO_10521_B_183/13903_THAP11_Input1_RDSC_IGO_10521_B_183_S165_R2_001.fastq.gz	CONTROL	NA	NA	NA	NA	160	NA	NA	NA	NA	0.99708	1.01129	0.99769	452.47800	1.32552	39175554	90.25736914	43404272
EXP992357	CTCF	READS992714,READS992715	MICHELLE_0314/Sample_CTCF_ChIP1_IGO_10521_B_174/CTCF_ChIP1_IGO_10521_B_174_S103_R1_001.fastq.gz,MICHELLE_0314/Sample_CTCF_ChIP1_IGO_10521_B_174/CTCF_ChIP1_IGO_10521_B_174_S103_R2_001.fastq.gz	PEAKS992330	50781	34501	25124	152863	200	1.17E-01	5.52E-02	1.10E-01	1.80E-02	0.99384	1.12244	0.99440	185.29481	1.92834	40319834	91.16094667	44229284
EXP992358	CTCF	READS992716,READS992717	MICHELLE_0314/Sample_CTCF_ChIP2_IGO_10521_B_31/CTCF_ChIP2_IGO_10521_B_31_S89_R1_001.fastq.gz,MICHELLE_0314/Sample_CTCF_ChIP2_IGO_10521_B_31/CTCF_ChIP2_IGO_10521_B_31_S89_R2_001.fastq.gz	PEAKS992331	66126	44820	22815	77287	225	9.82E-02	8.22E-02	1.61E-01	1.71E-02	0.99076	1.18209	0.99136	120.78676	2.18744	48576560	91.72671434	52957920
EXP992359	CONTROL	READS992718,READS992719	MICHELLE_0314/Sample_CTCF_INPUT1_IGO_10521_B_161/CTCF_INPUT1_IGO_10521_B_161_S97_R1_001.fastq.gz,MICHELLE_0314/Sample_CTCF_INPUT1_IGO_10521_B_161/CTCF_INPUT1_IGO_10521_B_161_S97_R2_001.fastq.gz	CONTROL	NA	NA	NA	NA	175	NA	NA	NA	NA	0.99730	1.00496	0.99768	453.34181	0.98820	42439238	90.48885756	46899960
EXP992360	GFP	READS992720,READS992721	MICHELLE_0314/Sample_GFP_ChIP1_IGO_10521_B_181/GFP_ChIP1_IGO_10521_B_181_S164_R1_001.fastq.gz,MICHELLE_0314/Sample_GFP_ChIP1_IGO_10521_B_181/GFP_ChIP1_IGO_10521_B_181_S164_R2_001.fastq.gz	PEAKS992332	39	3	14	25267	230	1.07E-02	5.04E-06	6.63E-04	4.79E-06	0.99717	1.00546	0.99752	424.07780	0.89016	45282702	88.89602903	50938948
EXP992361	GFP	READS992722,READS992723	MICHELLE_0314/Sample_GFP_ChIP2_IGO_10521_B_39/GFP_ChIP2_IGO_10521_B_39_S30_R1_001.fastq.gz,MICHELLE_0314/Sample_GFP_ChIP2_IGO_10521_B_39/GFP_ChIP2_IGO_10521_B_39_S30_R2_001.fastq.gz	PEAKS992333	324	11	91	27564	170	1.21E-02	2.35E-05	9.83E-04	3.28E-05	0.99716	1.00721	0.99752	423.65808	1.02740	44292780	89.44747226	49518202
EXP992362	CONTROL	READS992724,READS992725	MICHELLE_0314/Sample_GFP_INPUT2_IGO_10521_B_110/GFP_INPUT2_IGO_10521_B_110_S38_R1_001.fastq.gz,MICHELLE_0314/Sample_GFP_INPUT2_IGO_10521_B_110/GFP_INPUT2_IGO_10521_B_110_S38_R2_001.fastq.gz	CONTROL	NA	NA	NA	NA	160	NA	NA	NA	NA	0.99735	1.00639	0.99782	488.88670	1.08446	39831960	90.39414629	44064756
EXP992363	YY1	READS992726,READS992727	MICHELLE_0314/Sample_YY1_ChIP1_IGO_10521_B_167/YY1_ChIP1_IGO_10521_B_167_S99_R1_001.fastq.gz,MICHELLE_0314/Sample_YY1_ChIP1_IGO_10521_B_167/YY1_ChIP1_IGO_10521_B_167_S99_R2_001.fastq.gz	PEAKS992334	26408	10572	12273	74462	250	4.65E-02	2.56E-02	7.22E-02	1.29E-02	0.99455	1.09458	0.99495	208.70693	1.85448	43388290	90.7066184	47833654
EXP992364	YY1	READS992728,READS992729	MICHELLE_0314/Sample_YY1_ChIP2_IGO_10521_B_23/YY1_ChIP2_IGO_10521_B_23_S85_R1_001.fastq.gz,MICHELLE_0314/Sample_YY1_ChIP2_IGO_10521_B_23/YY1_ChIP2_IGO_10521_B_23_S85_R2_001.fastq.gz	PEAKS992335	11817	4261	7004	144007	230	6.75E-02	9.77E-03	2.95E-02	6.59E-03	0.99686	1.04044	0.99723	379.79180	1.76942	35400176	89.52965048	39540170
EXP992365	CONTROL	READS992730,READS992731	MICHELLE_0314/Sample_YY1_INPUT2_IGO_10521_B_102/YY1_INPUT2_IGO_10521_B_102_S37_R1_001.fastq.gz,MICHELLE_0314/Sample_YY1_INPUT2_IGO_10521_B_102/YY1_INPUT2_IGO_10521_B_102_S37_R2_001.fastq.gz	CONTROL	NA	NA	NA	NA	160	NA	NA	NA	NA	0.99742	1.00594	0.99780	472.08862	1.10593	42065712	90.4682159	46497780
